# Etude d'un circuit RC en régime libre.
#
# On a pris une résistance R = 100kOhm
# Les valeurs de tension uc ne correspondent pas à une tension mais à son codage binaire.
# Ses valeurs sont entre 0 et 1023. 0 correspond à une tension de 0V et 1023 à une tension de 5V.
#
t(microsecondes), uc(binaire)
2.47e+14;2
2.53e+14;3
2.58e+14;4
2.63e+14;2
2.69e+14;3
2.74e+14;4
2.80e+14;3
2.86e+14;2
2.92e+14;1
2.98e+14;2
3.04e+14;2
3.10e+14;1
3.17e+14;3
3.23e+14;2
3.30e+14;3
3.36e+14;2
